Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1268133,-,-,-,40.81,-73.26,-5,40,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,DHI,GHI
2019,1,1,0,30,0,0
2019,1,1,1,30,0,0
2019,1,1,2,30,0,0
2019,1,1,3,30,0,0
2019,1,1,4,30,0,0
2019,1,1,5,30,0,0
2019,1,1,6,30,0,0
2019,1,1,7,30,6,6
2019,1,1,8,30,62,63
2019,1,1,9,30,88,90
2019,1,1,10,30,81,83
2019,1,1,11,30,130,133
2019,1,1,12,30,129,391
2019,1,1,13,30,59,389
2019,1,1,14,30,73,267
2019,1,1,15,30,87,94
2019,1,1,16,30,6,6
2019,1,1,17,30,0,0
2019,1,1,18,30,0,0
2019,1,1,19,30,0,0
2019,1,1,20,30,0,0
2019,1,1,21,30,0,0
2019,1,1,22,30,0,0
2019,1,1,23,30,0,0
2019,1,2,0,30,0,0
2019,1,2,1,30,0,0
2019,1,2,2,30,0,0
2019,1,2,3,30,0,0
2019,1,2,4,30,0,0
2019,1,2,5,30,0,0
2019,1,2,6,30,0,0
2019,1,2,7,30,9,9
2019,1,2,8,30,90,96
2019,1,2,9,30,155,182
2019,1,2,10,30,173,306
2019,1,2,11,30,126,396
2019,1,2,12,30,97,422
2019,1,2,13,30,175,288
2019,1,2,14,30,125,134
2019,1,2,15,30,64,65
2019,1,2,16,30,6,6
2019,1,2,17,30,0,0
2019,1,2,18,30,0,0
2019,1,2,19,30,0,0
2019,1,2,20,30,0,0
2019,1,2,21,30,0,0
2019,1,2,22,30,0,0
2019,1,2,23,30,0,0
2019,1,3,0,30,0,0
2019,1,3,1,30,0,0
2019,1,3,2,30,0,0
2019,1,3,3,30,0,0
2019,1,3,4,30,0,0
2019,1,3,5,30,0,0
2019,1,3,6,30,0,0
2019,1,3,7,30,6,6
2019,1,3,8,30,66,67
2019,1,3,9,30,105,109
2019,1,3,10,30,129,135
2019,1,3,11,30,179,194
2019,1,3,12,30,121,417
2019,1,3,13,30,62,401
2019,1,3,14,30,54,290
2019,1,3,15,30,43,143
2019,1,3,16,30,10,12
2019,1,3,17,30,0,0
2019,1,3,18,30,0,0
2019,1,3,19,30,0,0
2019,1,3,20,30,0,0
2019,1,3,21,30,0,0
2019,1,3,22,30,0,0
2019,1,3,23,30,0,0
2019,1,4,0,30,0,0
2019,1,4,1,30,0,0
2019,1,4,2,30,0,0
2019,1,4,3,30,0,0
2019,1,4,4,30,0,0
2019,1,4,5,30,0,0
2019,1,4,6,30,0,0
2019,1,4,7,30,9,9
2019,1,4,8,30,92,102
2019,1,4,9,30,158,222
2019,1,4,10,30,170,303
2019,1,4,11,30,204,319
2019,1,4,12,30,211,296
2019,1,4,13,30,189,220
2019,1,4,14,30,94,96
2019,1,4,15,30,45,46
2019,1,4,16,30,5,5
2019,1,4,17,30,0,0
2019,1,4,18,30,0,0
2019,1,4,19,30,0,0
2019,1,4,20,30,0,0
2019,1,4,21,30,0,0
2019,1,4,22,30,0,0
2019,1,4,23,30,0,0
2019,1,5,0,30,0,0
2019,1,5,1,30,0,0
2019,1,5,2,30,0,0
2019,1,5,3,30,0,0
2019,1,5,4,30,0,0
2019,1,5,5,30,0,0
2019,1,5,6,30,0,0
2019,1,5,7,30,2,2
2019,1,5,8,30,9,17
2019,1,5,9,30,29,29
2019,1,5,10,30,31,31
2019,1,5,11,30,42,42
2019,1,5,12,30,53,53
2019,1,5,13,30,22,22
2019,1,5,14,30,5,5
2019,1,5,15,30,14,14
2019,1,5,16,30,3,3
2019,1,5,17,30,0,0
2019,1,5,18,30,0,0
2019,1,5,19,30,0,0
2019,1,5,20,30,0,0
2019,1,5,21,30,0,0
2019,1,5,22,30,0,0
2019,1,5,23,30,0,0
2019,1,6,0,30,0,0
2019,1,6,1,30,0,0
2019,1,6,2,30,0,0
2019,1,6,3,30,0,0
2019,1,6,4,30,0,0
2019,1,6,5,30,0,0
2019,1,6,6,30,0,0
2019,1,6,7,30,3,3
2019,1,6,8,30,25,25
2019,1,6,9,30,45,45
2019,1,6,10,30,69,69
2019,1,6,11,30,132,411
2019,1,6,12,30,71,458
2019,1,6,13,30,89,307
2019,1,6,14,30,134,160
2019,1,6,15,30,74,76
2019,1,6,16,30,9,9
2019,1,6,17,30,0,0
2019,1,6,18,30,0,0
2019,1,6,19,30,0,0
2019,1,6,20,30,0,0
2019,1,6,21,30,0,0
2019,1,6,22,30,0,0
2019,1,6,23,30,0,0
2019,1,7,0,30,0,0
2019,1,7,1,30,0,0
2019,1,7,2,30,0,0
2019,1,7,3,30,0,0
2019,1,7,4,30,0,0
2019,1,7,5,30,0,0
2019,1,7,6,30,0,0
2019,1,7,7,30,10,10
2019,1,7,8,30,87,133
2019,1,7,9,30,166,203
2019,1,7,10,30,208,291
2019,1,7,11,30,149,406
2019,1,7,12,30,58,473
2019,1,7,13,30,56,412
2019,1,7,14,30,153,208
2019,1,7,15,30,87,95
2019,1,7,16,30,7,7
2019,1,7,17,30,0,0
2019,1,7,18,30,0,0
2019,1,7,19,30,0,0
2019,1,7,20,30,0,0
2019,1,7,21,30,0,0
2019,1,7,22,30,0,0
2019,1,7,23,30,0,0
2019,1,8,0,30,0,0
2019,1,8,1,30,0,0
2019,1,8,2,30,0,0
2019,1,8,3,30,0,0
2019,1,8,4,30,0,0
2019,1,8,5,30,0,0
2019,1,8,6,30,0,0
2019,1,8,7,30,14,16
2019,1,8,8,30,61,141
2019,1,8,9,30,63,63
2019,1,8,10,30,139,143
2019,1,8,11,30,75,75
2019,1,8,12,30,72,72
2019,1,8,13,30,63,63
2019,1,8,14,30,76,76
2019,1,8,15,30,38,38
2019,1,8,16,30,6,6
2019,1,8,17,30,0,0
2019,1,8,18,30,0,0
2019,1,8,19,30,0,0
2019,1,8,20,30,0,0
2019,1,8,21,30,0,0
2019,1,8,22,30,0,0
2019,1,8,23,30,0,0
2019,1,9,0,30,0,0
2019,1,9,1,30,0,0
2019,1,9,2,30,0,0
2019,1,9,3,30,0,0
2019,1,9,4,30,0,0
2019,1,9,5,30,0,0
2019,1,9,6,30,0,0
2019,1,9,7,30,14,19
2019,1,9,8,30,42,160
2019,1,9,9,30,55,305
2019,1,9,10,30,65,414
2019,1,9,11,30,67,468
2019,1,9,12,30,69,468
2019,1,9,13,30,85,398
2019,1,9,14,30,130,233
2019,1,9,15,30,55,55
2019,1,9,16,30,11,11
2019,1,9,17,30,0,0
2019,1,9,18,30,0,0
2019,1,9,19,30,0,0
2019,1,9,20,30,0,0
2019,1,9,21,30,0,0
2019,1,9,22,30,0,0
2019,1,9,23,30,0,0
2019,1,10,0,30,0,0
2019,1,10,1,30,0,0
2019,1,10,2,30,0,0
2019,1,10,3,30,0,0
2019,1,10,4,30,0,0
2019,1,10,5,30,0,0
2019,1,10,6,30,0,0
2019,1,10,7,30,10,10
2019,1,10,8,30,55,55
2019,1,10,9,30,144,148
2019,1,10,10,30,206,236
2019,1,10,11,30,175,184
2019,1,10,12,30,226,318
2019,1,10,13,30,199,246
2019,1,10,14,30,158,227
2019,1,10,15,30,96,109
2019,1,10,16,30,14,14
2019,1,10,17,30,0,0
2019,1,10,18,30,0,0
2019,1,10,19,30,0,0
2019,1,10,20,30,0,0
2019,1,10,21,30,0,0
2019,1,10,22,30,0,0
2019,1,10,23,30,0,0
2019,1,11,0,30,0,0
2019,1,11,1,30,0,0
2019,1,11,2,30,0,0
2019,1,11,3,30,0,0
2019,1,11,4,30,0,0
2019,1,11,5,30,0,0
2019,1,11,6,30,0,0
2019,1,11,7,30,12,12
2019,1,11,8,30,58,160
2019,1,11,9,30,49,318
2019,1,11,10,30,54,428
2019,1,11,11,30,55,487
2019,1,11,12,30,55,488
2019,1,11,13,30,52,431
2019,1,11,14,30,44,320
2019,1,11,15,30,70,154
2019,1,11,16,30,15,15
2019,1,11,17,30,0,0
2019,1,11,18,30,0,0
2019,1,11,19,30,0,0
2019,1,11,20,30,0,0
2019,1,11,21,30,0,0
2019,1,11,22,30,0,0
2019,1,11,23,30,0,0
2019,1,12,0,30,0,0
2019,1,12,1,30,0,0
2019,1,12,2,30,0,0
2019,1,12,3,30,0,0
2019,1,12,4,30,0,0
2019,1,12,5,30,0,0
2019,1,12,6,30,0,0
2019,1,12,7,30,9,9
2019,1,12,8,30,84,85
2019,1,12,9,30,121,123
2019,1,12,10,30,66,419
2019,1,12,11,30,77,473
2019,1,12,12,30,77,474
2019,1,12,13,30,209,300
2019,1,12,14,30,157,205
2019,1,12,15,30,99,122
2019,1,12,16,30,15,15
2019,1,12,17,30,0,0
2019,1,12,18,30,0,0
2019,1,12,19,30,0,0
2019,1,12,20,30,0,0
2019,1,12,21,30,0,0
2019,1,12,22,30,0,0
2019,1,12,23,30,0,0
2019,1,13,0,30,0,0
2019,1,13,1,30,0,0
2019,1,13,2,30,0,0
2019,1,13,3,30,0,0
2019,1,13,4,30,0,0
2019,1,13,5,30,0,0
2019,1,13,6,30,0,0
2019,1,13,7,30,5,5
2019,1,13,8,30,44,44
2019,1,13,9,30,163,176
2019,1,13,10,30,201,320
2019,1,13,11,30,244,352
2019,1,13,12,30,64,478
2019,1,13,13,30,76,410
2019,1,13,14,30,144,159
2019,1,13,15,30,76,148
2019,1,13,16,30,17,26
2019,1,13,17,30,0,0
2019,1,13,18,30,0,0
2019,1,13,19,30,0,0
2019,1,13,20,30,0,0
2019,1,13,21,30,0,0
2019,1,13,22,30,0,0
2019,1,13,23,30,0,0
2019,1,14,0,30,0,0
2019,1,14,1,30,0,0
2019,1,14,2,30,0,0
2019,1,14,3,30,0,0
2019,1,14,4,30,0,0
2019,1,14,5,30,0,0
2019,1,14,6,30,0,0
2019,1,14,7,30,13,13
2019,1,14,8,30,98,106
2019,1,14,9,30,173,211
2019,1,14,10,30,228,261
2019,1,14,11,30,220,228
2019,1,14,12,30,280,325
2019,1,14,13,30,57,443
2019,1,14,14,30,50,333
2019,1,14,15,30,39,184
2019,1,14,16,30,19,30
2019,1,14,17,30,0,0
2019,1,14,18,30,0,0
2019,1,14,19,30,0,0
2019,1,14,20,30,0,0
2019,1,14,21,30,0,0
2019,1,14,22,30,0,0
2019,1,14,23,30,0,0
2019,1,15,0,30,0,0
2019,1,15,1,30,0,0
2019,1,15,2,30,0,0
2019,1,15,3,30,0,0
2019,1,15,4,30,0,0
2019,1,15,5,30,0,0
2019,1,15,6,30,0,0
2019,1,15,7,30,14,17
2019,1,15,8,30,41,170
2019,1,15,9,30,54,319
2019,1,15,10,30,158,372
2019,1,15,11,30,86,474
2019,1,15,12,30,205,365
2019,1,15,13,30,171,347
2019,1,15,14,30,139,263
2019,1,15,15,30,108,120
2019,1,15,16,30,18,18
2019,1,15,17,30,0,0
2019,1,15,18,30,0,0
2019,1,15,19,30,0,0
2019,1,15,20,30,0,0
2019,1,15,21,30,0,0
2019,1,15,22,30,0,0
2019,1,15,23,30,0,0
2019,1,16,0,30,0,0
2019,1,16,1,30,0,0
2019,1,16,2,30,0,0
2019,1,16,3,30,0,0
2019,1,16,4,30,0,0
2019,1,16,5,30,0,0
2019,1,16,6,30,0,0
2019,1,16,7,30,17,24
2019,1,16,8,30,50,93
2019,1,16,9,30,61,61
2019,1,16,10,30,91,91
2019,1,16,11,30,143,346
2019,1,16,12,30,177,181
2019,1,16,13,30,86,427
2019,1,16,14,30,85,85
2019,1,16,15,30,105,130
2019,1,16,16,30,20,22
2019,1,16,17,30,0,0
2019,1,16,18,30,0,0
2019,1,16,19,30,0,0
2019,1,16,20,30,0,0
2019,1,16,21,30,0,0
2019,1,16,22,30,0,0
2019,1,16,23,30,0,0
2019,1,17,0,30,0,0
2019,1,17,1,30,0,0
2019,1,17,2,30,0,0
2019,1,17,3,30,0,0
2019,1,17,4,30,0,0
2019,1,17,5,30,0,0
2019,1,17,6,30,0,0
2019,1,17,7,30,12,12
2019,1,17,8,30,66,67
2019,1,17,9,30,167,232
2019,1,17,10,30,185,331
2019,1,17,11,30,64,503
2019,1,17,12,30,191,407
2019,1,17,13,30,218,308
2019,1,17,14,30,169,207
2019,1,17,15,30,54,55
2019,1,17,16,30,17,17
2019,1,17,17,30,0,0
2019,1,17,18,30,0,0
2019,1,17,19,30,0,0
2019,1,17,20,30,0,0
2019,1,17,21,30,0,0
2019,1,17,22,30,0,0
2019,1,17,23,30,0,0
2019,1,18,0,30,0,0
2019,1,18,1,30,0,0
2019,1,18,2,30,0,0
2019,1,18,3,30,0,0
2019,1,18,4,30,0,0
2019,1,18,5,30,0,0
2019,1,18,6,30,0,0
2019,1,18,7,30,6,6
2019,1,18,8,30,71,72
2019,1,18,9,30,144,151
2019,1,18,10,30,162,164
2019,1,18,11,30,235,248
2019,1,18,12,30,274,310
2019,1,18,13,30,125,310
2019,1,18,14,30,70,70
2019,1,18,15,30,54,171
2019,1,18,16,30,24,36
2019,1,18,17,30,0,0
2019,1,18,18,30,0,0
2019,1,18,19,30,0,0
2019,1,18,20,30,0,0
2019,1,18,21,30,0,0
2019,1,18,22,30,0,0
2019,1,18,23,30,0,0
2019,1,19,0,30,0,0
2019,1,19,1,30,0,0
2019,1,19,2,30,0,0
2019,1,19,3,30,0,0
2019,1,19,4,30,0,0
2019,1,19,5,30,0,0
2019,1,19,6,30,0,0
2019,1,19,7,30,12,12
2019,1,19,8,30,73,73
2019,1,19,9,30,117,118
2019,1,19,10,30,126,126
2019,1,19,11,30,142,143
2019,1,19,12,30,74,74
2019,1,19,13,30,58,58
2019,1,19,14,30,7,7
2019,1,19,15,30,12,12
2019,1,19,16,30,9,9
2019,1,19,17,30,0,0
2019,1,19,18,30,0,0
2019,1,19,19,30,0,0
2019,1,19,20,30,0,0
2019,1,19,21,30,0,0
2019,1,19,22,30,0,0
2019,1,19,23,30,0,0
2019,1,20,0,30,0,0
2019,1,20,1,30,0,0
2019,1,20,2,30,0,0
2019,1,20,3,30,0,0
2019,1,20,4,30,0,0
2019,1,20,5,30,0,0
2019,1,20,6,30,0,0
2019,1,20,7,30,8,8
2019,1,20,8,30,36,36
2019,1,20,9,30,8,8
2019,1,20,10,30,12,12
2019,1,20,11,30,15,15
2019,1,20,12,30,15,15
2019,1,20,13,30,107,107
2019,1,20,14,30,50,50
2019,1,20,15,30,60,197
2019,1,20,16,30,27,43
2019,1,20,17,30,0,0
2019,1,20,18,30,0,0
2019,1,20,19,30,0,0
2019,1,20,20,30,0,0
2019,1,20,21,30,0,0
2019,1,20,22,30,0,0
2019,1,20,23,30,0,0
2019,1,21,0,30,0,0
2019,1,21,1,30,0,0
2019,1,21,2,30,0,0
2019,1,21,3,30,0,0
2019,1,21,4,30,0,0
2019,1,21,5,30,0,0
2019,1,21,6,30,0,0
2019,1,21,7,30,15,15
2019,1,21,8,30,116,125
2019,1,21,9,30,210,253
2019,1,21,10,30,275,318
2019,1,21,11,30,210,222
2019,1,21,12,30,266,297
2019,1,21,13,30,163,178
2019,1,21,14,30,183,202
2019,1,21,15,30,121,166
2019,1,21,16,30,27,27
2019,1,21,17,30,0,0
2019,1,21,18,30,0,0
2019,1,21,19,30,0,0
2019,1,21,20,30,0,0
2019,1,21,21,30,0,0
2019,1,21,22,30,0,0
2019,1,21,23,30,0,0
2019,1,22,0,30,0,0
2019,1,22,1,30,0,0
2019,1,22,2,30,0,0
2019,1,22,3,30,0,0
2019,1,22,4,30,0,0
2019,1,22,5,30,0,0
2019,1,22,6,30,0,0
2019,1,22,7,30,20,20
2019,1,22,8,30,53,186
2019,1,22,9,30,47,353
2019,1,22,10,30,56,473
2019,1,22,11,30,82,524
2019,1,22,12,30,60,536
2019,1,22,13,30,60,481
2019,1,22,14,30,55,366
2019,1,22,15,30,56,207
2019,1,22,16,30,32,32
2019,1,22,17,30,0,0
2019,1,22,18,30,0,0
2019,1,22,19,30,0,0
2019,1,22,20,30,0,0
2019,1,22,21,30,0,0
2019,1,22,22,30,0,0
2019,1,22,23,30,0,0
2019,1,23,0,30,0,0
2019,1,23,1,30,0,0
2019,1,23,2,30,0,0
2019,1,23,3,30,0,0
2019,1,23,4,30,0,0
2019,1,23,5,30,0,0
2019,1,23,6,30,0,0
2019,1,23,7,30,19,24
2019,1,23,8,30,52,160
2019,1,23,9,30,58,58
2019,1,23,10,30,52,52
2019,1,23,11,30,44,44
2019,1,23,12,30,74,74
2019,1,23,13,30,163,166
2019,1,23,14,30,153,157
2019,1,23,15,30,83,96
2019,1,23,16,30,19,19
2019,1,23,17,30,0,0
2019,1,23,18,30,0,0
2019,1,23,19,30,0,0
2019,1,23,20,30,0,0
2019,1,23,21,30,0,0
2019,1,23,22,30,0,0
2019,1,23,23,30,0,0
2019,1,24,0,30,0,0
2019,1,24,1,30,0,0
2019,1,24,2,30,0,0
2019,1,24,3,30,0,0
2019,1,24,4,30,0,0
2019,1,24,5,30,0,0
2019,1,24,6,30,0,0
2019,1,24,7,30,3,3
2019,1,24,8,30,9,9
2019,1,24,9,30,29,29
2019,1,24,10,30,22,22
2019,1,24,11,30,20,20
2019,1,24,12,30,17,17
2019,1,24,13,30,16,16
2019,1,24,14,30,7,7
2019,1,24,15,30,17,17
2019,1,24,16,30,10,10
2019,1,24,17,30,0,0
2019,1,24,18,30,0,0
2019,1,24,19,30,0,0
2019,1,24,20,30,0,0
2019,1,24,21,30,0,0
2019,1,24,22,30,0,0
2019,1,24,23,30,0,0
2019,1,25,0,30,0,0
2019,1,25,1,30,0,0
2019,1,25,2,30,0,0
2019,1,25,3,30,0,0
2019,1,25,4,30,0,0
2019,1,25,5,30,0,0
2019,1,25,6,30,0,0
2019,1,25,7,30,22,34
2019,1,25,8,30,58,185
2019,1,25,9,30,130,294
2019,1,25,10,30,93,453
2019,1,25,11,30,79,530
2019,1,25,12,30,79,536
2019,1,25,13,30,75,482
2019,1,25,14,30,107,344
2019,1,25,15,30,69,216
2019,1,25,16,30,28,63
2019,1,25,17,30,0,0
2019,1,25,18,30,0,0
2019,1,25,19,30,0,0
2019,1,25,20,30,0,0
2019,1,25,21,30,0,0
2019,1,25,22,30,0,0
2019,1,25,23,30,0,0
2019,1,26,0,30,0,0
2019,1,26,1,30,0,0
2019,1,26,2,30,0,0
2019,1,26,3,30,0,0
2019,1,26,4,30,0,0
2019,1,26,5,30,0,0
2019,1,26,6,30,0,0
2019,1,26,7,30,23,23
2019,1,26,8,30,46,203
2019,1,26,9,30,105,332
2019,1,26,10,30,69,475
2019,1,26,11,30,76,539
2019,1,26,12,30,76,541
2019,1,26,13,30,70,488
2019,1,26,14,30,68,376
2019,1,26,15,30,138,162
2019,1,26,16,30,35,35
2019,1,26,17,30,0,0
2019,1,26,18,30,0,0
2019,1,26,19,30,0,0
2019,1,26,20,30,0,0
2019,1,26,21,30,0,0
2019,1,26,22,30,0,0
2019,1,26,23,30,0,0
2019,1,27,0,30,0,0
2019,1,27,1,30,0,0
2019,1,27,2,30,0,0
2019,1,27,3,30,0,0
2019,1,27,4,30,0,0
2019,1,27,5,30,0,0
2019,1,27,6,30,0,0
2019,1,27,7,30,22,37
2019,1,27,8,30,48,194
2019,1,27,9,30,61,349
2019,1,27,10,30,68,466
2019,1,27,11,30,90,514
2019,1,27,12,30,261,395
2019,1,27,13,30,146,415
2019,1,27,14,30,187,250
2019,1,27,15,30,118,128
2019,1,27,16,30,31,31
2019,1,27,17,30,0,0
2019,1,27,18,30,0,0
2019,1,27,19,30,0,0
2019,1,27,20,30,0,0
2019,1,27,21,30,0,0
2019,1,27,22,30,0,0
2019,1,27,23,30,0,0
2019,1,28,0,30,0,0
2019,1,28,1,30,0,0
2019,1,28,2,30,0,0
2019,1,28,3,30,0,0
2019,1,28,4,30,0,0
2019,1,28,5,30,0,0
2019,1,28,6,30,0,0
2019,1,28,7,30,25,25
2019,1,28,8,30,103,123
2019,1,28,9,30,190,255
2019,1,28,10,30,200,372
2019,1,28,11,30,254,378
2019,1,28,12,30,270,354
2019,1,28,13,30,243,312
2019,1,28,14,30,199,231
2019,1,28,15,30,111,118
2019,1,28,16,30,49,52
2019,1,28,17,30,0,0
2019,1,28,18,30,0,0
2019,1,28,19,30,0,0
2019,1,28,20,30,0,0
2019,1,28,21,30,0,0
2019,1,28,22,30,0,0
2019,1,28,23,30,0,0
2019,1,29,0,30,0,0
2019,1,29,1,30,0,0
2019,1,29,2,30,0,0
2019,1,29,3,30,0,0
2019,1,29,4,30,0,0
2019,1,29,5,30,0,0
2019,1,29,6,30,0,0
2019,1,29,7,30,11,11
2019,1,29,8,30,27,27
2019,1,29,9,30,28,28
2019,1,29,10,30,32,32
2019,1,29,11,30,65,65
2019,1,29,12,30,55,55
2019,1,29,13,30,27,27
2019,1,29,14,30,43,43
2019,1,29,15,30,31,31
2019,1,29,16,30,16,16
2019,1,29,17,30,0,0
2019,1,29,18,30,0,0
2019,1,29,19,30,0,0
2019,1,29,20,30,0,0
2019,1,29,21,30,0,0
2019,1,29,22,30,0,0
2019,1,29,23,30,0,0
2019,1,30,0,30,0,0
2019,1,30,1,30,0,0
2019,1,30,2,30,0,0
2019,1,30,3,30,0,0
2019,1,30,4,30,0,0
2019,1,30,5,30,0,0
2019,1,30,6,30,0,0
2019,1,30,7,30,31,31
2019,1,30,8,30,46,225
2019,1,30,9,30,61,387
2019,1,30,10,30,72,512
2019,1,30,11,30,81,581
2019,1,30,12,30,89,584
2019,1,30,13,30,93,524
2019,1,30,14,30,175,340
2019,1,30,15,30,78,78
2019,1,30,16,30,29,29
2019,1,30,17,30,0,0
2019,1,30,18,30,0,0
2019,1,30,19,30,0,0
2019,1,30,20,30,0,0
2019,1,30,21,30,0,0
2019,1,30,22,30,0,0
2019,1,30,23,30,0,0
2019,1,31,0,30,0,0
2019,1,31,1,30,0,0
2019,1,31,2,30,0,0
2019,1,31,3,30,0,0
2019,1,31,4,30,0,0
2019,1,31,5,30,0,0
2019,1,31,6,30,0,0
2019,1,31,7,30,33,33
2019,1,31,8,30,146,175
2019,1,31,9,30,233,329
2019,1,31,10,30,300,430
2019,1,31,11,30,341,483
2019,1,31,12,30,361,478
2019,1,31,13,30,234,474
2019,1,31,14,30,80,419
2019,1,31,15,30,77,252
2019,1,31,16,30,57,59
2019,1,31,17,30,0,0
2019,1,31,18,30,0,0
2019,1,31,19,30,0,0
2019,1,31,20,30,0,0
2019,1,31,21,30,0,0
2019,1,31,22,30,0,0
2019,1,31,23,30,0,0
1999,2,1,0,30,0,0
1999,2,1,1,30,0,0
1999,2,1,2,30,0,0
1999,2,1,3,30,0,0
1999,2,1,4,30,0,0
1999,2,1,5,30,0,0
1999,2,1,6,30,0,0
1999,2,1,7,30,26,26
1999,2,1,8,30,121,124
1999,2,1,9,30,209,296
1999,2,1,10,30,139,430
1999,2,1,11,30,185,492
1999,2,1,12,30,304,449
1999,2,1,13,30,182,415
1999,2,1,14,30,145,345
1999,2,1,15,30,49,258
1999,2,1,16,30,30,85
1999,2,1,17,30,0,0
1999,2,1,18,30,0,0
1999,2,1,19,30,0,0
1999,2,1,20,30,0,0
1999,2,1,21,30,0,0
1999,2,1,22,30,0,0
1999,2,1,23,30,0,0
1999,2,2,0,30,0,0
1999,2,2,1,30,0,0
1999,2,2,2,30,0,0
1999,2,2,3,30,0,0
1999,2,2,4,30,0,0
1999,2,2,5,30,0,0
1999,2,2,6,30,0,0
1999,2,2,7,30,9,9
1999,2,2,8,30,82,84
1999,2,2,9,30,20,20
1999,2,2,10,30,84,85
1999,2,2,11,30,178,185
1999,2,2,12,30,151,154
1999,2,2,13,30,197,211
1999,2,2,14,30,18,18
1999,2,2,15,30,73,74
1999,2,2,16,30,14,14
1999,2,2,17,30,0,0
1999,2,2,18,30,0,0
1999,2,2,19,30,0,0
1999,2,2,20,30,0,0
1999,2,2,21,30,0,0
1999,2,2,22,30,0,0
1999,2,2,23,30,0,0
1999,2,3,0,30,0,0
1999,2,3,1,30,0,0
1999,2,3,2,30,0,0
1999,2,3,3,30,0,0
1999,2,3,4,30,0,0
1999,2,3,5,30,0,0
1999,2,3,6,30,0,0
1999,2,3,7,30,28,49
1999,2,3,8,30,62,208
1999,2,3,9,30,76,368
1999,2,3,10,30,78,493
1999,2,3,11,30,306,432
1999,2,3,12,30,73,577
1999,2,3,13,30,69,524
1999,2,3,14,30,62,418
1999,2,3,15,30,51,264
1999,2,3,16,30,31,92
1999,2,3,17,30,0,0
1999,2,3,18,30,0,0
1999,2,3,19,30,0,0
1999,2,3,20,30,0,0
1999,2,3,21,30,0,0
1999,2,3,22,30,0,0
1999,2,3,23,30,0,0
1999,2,4,0,30,0,0
1999,2,4,1,30,0,0
1999,2,4,2,30,0,0
1999,2,4,3,30,0,0
1999,2,4,4,30,0,0
1999,2,4,5,30,0,0
1999,2,4,6,30,0,0
1999,2,4,7,30,19,19
1999,2,4,8,30,120,182
1999,2,4,9,30,184,218
1999,2,4,10,30,228,238
1999,2,4,11,30,75,75
1999,2,4,12,30,144,146
1999,2,4,13,30,38,38
1999,2,4,14,30,91,92
1999,2,4,15,30,52,52
1999,2,4,16,30,3,3
1999,2,4,17,30,0,0
1999,2,4,18,30,0,0
1999,2,4,19,30,0,0
1999,2,4,20,30,0,0
1999,2,4,21,30,0,0
1999,2,4,22,30,0,0
1999,2,4,23,30,0,0
1999,2,5,0,30,0,0
1999,2,5,1,30,0,0
1999,2,5,2,30,0,0
1999,2,5,3,30,0,0
1999,2,5,4,30,0,0
1999,2,5,5,30,0,0
1999,2,5,6,30,0,0
1999,2,5,7,30,26,62
1999,2,5,8,30,50,237
1999,2,5,9,30,60,402
1999,2,5,10,30,64,526
1999,2,5,11,30,66,595
1999,2,5,12,30,65,602
1999,2,5,13,30,62,548
1999,2,5,14,30,55,432
1999,2,5,15,30,46,278
1999,2,5,16,30,30,101
1999,2,5,17,30,0,0
1999,2,5,18,30,0,0
1999,2,5,19,30,0,0
1999,2,5,20,30,0,0
1999,2,5,21,30,0,0
1999,2,5,22,30,0,0
1999,2,5,23,30,0,0
1999,2,6,0,30,0,0
1999,2,6,1,30,0,0
1999,2,6,2,30,0,0
1999,2,6,3,30,0,0
1999,2,6,4,30,0,0
1999,2,6,5,30,0,0
1999,2,6,6,30,0,0
1999,2,6,7,30,19,19
1999,2,6,8,30,141,160
1999,2,6,9,30,169,303
1999,2,6,10,30,177,183
1999,2,6,11,30,126,127
1999,2,6,12,30,138,140
1999,2,6,13,30,103,103
1999,2,6,14,30,181,184
1999,2,6,15,30,78,78
1999,2,6,16,30,5,5
1999,2,6,17,30,0,0
1999,2,6,18,30,0,0
1999,2,6,19,30,0,0
1999,2,6,20,30,0,0
1999,2,6,21,30,0,0
1999,2,6,22,30,0,0
1999,2,6,23,30,0,0
1999,2,7,0,30,0,0
1999,2,7,1,30,0,0
1999,2,7,2,30,0,0
